Periodo,Indicador,Área geográfica,DATA
2017 Abr,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,94.25
2017 May,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,99.16
2017 Jun,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,99.89
2017 Jul,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,96.51
2017 Ago,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,99.23
2017 Sep,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,95.76
2017 Oct,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,99.46
2017 Nov,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,102.8
2017 Dic,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,100.82
2018 Ene,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,97.41
2018 Feb,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,95.32
2018 Mar,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,98.98
2018 Abr,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,98.91
2018 May,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,102.01
2018 Jun,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,101.25
2018 Jul,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,100.15
2018 Ago,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,101.61
2018 Sep,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,98
2018 Oct,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,102.34
2018 Nov,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,104.01
2018 Dic,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,100.02
2019 Ene,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,98.52
2019 Feb,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,95.94
2019 Mar,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,99.93
2019 Abr,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,97.68
2019 May,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,101.34
2019 Jun,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,99.87
2019 Jul,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,100.51
2019 Ago,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,100.14
2019 Sep,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,97.49
2019 Oct,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,100.54
2019 Nov,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,102.9
2019 Dic,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,99.93
2020 Ene,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,98.31
2020 Feb,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,95.26
2020 Mar,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,96.92
2020 Abr,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,76.33
2020 May,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,76.9
2020 Jun,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,86.48
2020 Jul,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,90.46
2020 Ago,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,91.53
2020 Sep,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,92.97
2020 Oct,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,96.35
2020 Nov,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,99.3
2020 Dic,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,97.98
2021 Ene,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,93.12
2021 Feb,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,90.87
2021 Mar,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,99.81
2021 Abr,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,96.19
2021 May,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,98.21
2021 Jun,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,98.43
2021 Jul,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,97.31
2021 Ago,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,96.06
2021 Sep,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,93.73
2021 Oct,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,96.27
2021 Nov,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,101.09
2021 Dic,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,99.66
2022 Ene,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,94.78
2022 Feb,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,93.61
2022 Mar,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,101.6
2022 Abr,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,98.49
2022 May,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,101.62
2022 Jun,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,100.25
2022 Jul,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,99.71
2022 Ago,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,101.69
2022 Sep,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,98.85
2022 Oct,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,100.78
2022 Nov,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,105.83
2022 Dic,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,103.98
2023 Ene,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,99.31
2023 Feb,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,97.07
2023 Mar,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,104.09
2023 Abr,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,100.23
2023 May,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,105.84
2023 Jun,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,104.05
2023 Jul,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,102.74
2023 Ago,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,105.02
2023 Sep,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,102.57
2023 Oct,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,105.28
2023 Nov,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,107.66
2023 Dic,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,104.47
2024 Ene,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,101.64
2024 Feb,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,101.29
2024 Mar,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,102.66
2024 Abr,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,105.62
2024 May,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,107.37
2024 Jun,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,103.45
2024 Jul,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,106.73
2024 Ago,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,105.44
2024 Sep,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,102.43
2024 Oct,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,105.99
2024 Nov,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,107.91
2024 Dic,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,103.79
2025 Ene,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,101.23
2025 Feb,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,100.35
2025 Mar,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,105.35
2025 Abr,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,103.95
2025 May,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,107.41
2025 Jun,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,104.54
2025 Jul,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,105.74
2025 Ago,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,104.89
2025 Sep,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,103.18
2025 Oct,"Indicadores económicos de coyuntura > Indicador global de la actividad económica, base 2018 > Series originales > Índice de volumen físico > Total (Índice base 2018=100) Mensual",0 Estados Unidos Mexicanos,107.84
"Notas y Llamadas:""Preliminar a partir de 2025/10""Revisada a partir de 2025/09""""Fuente:""INEGI Sistema de Cuentas Nacionales de México. Indicador Global de la Actividad Económica (IGAE)""",,,
